strain	date	accession	country	region
A/Nebraska/5459/2016	2016-04-12	CY210030	USA	N
A/Nebraska/5688/2016	2016-12-29	CY234970	USA	N
A/Nebraska/5734/2017	2017-01-13	CY235016	USA	N
A/Nebraska/5765/2017	2017-01-13	CY243877	USA	N
A/Nebraska/5896/2017	2017-01-27	CY244008	USA	N
A/Nebraska/5946/2017	2017-01-30	CY244058	USA	N
A/Nebraska/5994/2017	2017-02-08	CY244106	USA	N
A/Nebraska/5995/2017	2017-02-13	CY244107	USA	N
A/Nebraska/6487/2017	2017-12-01	MH294853	USA	N
A/Nebraska/6488/2017	2017-12-08	MH294854	USA	N
A/Nebraska/6489/2017	2017-12-13	MH294855	USA	N
A/Nebraska/6490/2017	2017-12-13	MH294856	USA	N
A/Nebraska/6491/2017	2017-12-14	MH294857	USA	N
A/Nebraska/6802/2018	2018-01-23	MH885216	USA	N
A/Nebraska/7032/2018	2018-01-25	MK382020	USA	N
A/Nebraska/7704/2018	2018-12-28	MK636035	USA	N
A/Nebraska/7706/2019	2019-01-02	MK636051	USA	N
A/Nebraska/7852/2019	2019-01-03	MK576235	USA	N
A/Nebraska/8010/2019	2019-01-10	MK743490	USA	N
A/Nebraska/8011/2019	2019-01-17	MK743498	USA	N
A/Nebraska/8470/2019	2019-01-30	MK839907	USA	N
A/Nebraska/8615/2019	2019-02-04	MK869283	USA	N
A/Nebraska/8965/2019	2019-02-07	MK927874	USA	N
A/Nevada/01/2016	2016-01-03	KX412726	USA	N
A/Nevada/01/2017	2017-01-01	CY216089	USA	N
A/Nevada/03/2015	2015-01-08	KT841897	USA	N
A/Nevada/03/2016	2016-01-08	KX412822	USA	N
A/Nevada/04/2015	2015-01-07	KT841644	USA	N
A/Nevada/04/2017	2017-01-14	CY219268	USA	N
A/Nevada/06/2015	2015-01-08	KT841418	USA	N
A/Nevada/06/2017	2017-02-06	CY222037	USA	N
A/Nevada/07/2017	2017-02-08	CY222045	USA	N
A/Nevada/07/2020	2020-01-22	MT245889	USA	N
A/Nevada/08/2017	2017-03-02	CY228461	USA	N
A/Nevada/09/2015	2015-02-05	KT842007	USA	N
A/Nevada/09/2017	2017-03-06	CY230618	USA	N
A/Nevada/10/2015	2015-02-14	KT842755	USA	N
A/Nevada/11/2017	2017-03-25	CY235552	USA	N
A/Nevada/12/2015	2015-01-30	KT835797	USA	N
A/Nevada/12/2017	2017-04-25	CY235680	USA	N
A/Nevada/13/2015	2015-02-11	KT842506	USA	N
A/Nevada/15/2015	2015-01-23	KT836089	USA	N
A/Nevada/15/2017	2017-10-06	CY255837	USA	N
A/Nevada/17/2015	2015-02-18	KT842346	USA	N
A/Nevada/18/2015	2015-02-18	KT842246	USA	N
A/Nevada/18/2017	2017-10-14	CY258220	USA	N
A/Nevada/19/2015	2015-02-18	KT842134	USA	N
A/Nevada/20/2016	2016-03-10	KX416008	USA	N
A/Nevada/20/2017	2017-10-16	CY258228	USA	N
A/Nevada/21/2019	2019-03-25	MN247458	USA	N
A/Nevada/22/2015	2015-03-10	KY089760	USA	N
A/Nevada/22/2016	2016-03-04	KX417054	USA	N
A/Nevada/22/2019	2019-03-25	MN247466	USA	N
A/Nevada/24/2019	2019-03-26	MN222661	USA	N
A/Nevada/25/2019	2019-04-12	MN319241	USA	N
A/Nevada/26/2017	2017-11-22	CY261543	USA	N
A/Nevada/27/2019	2019-04-16	MN084832	USA	N
A/Nevada/28/2017	2017-11-14	CY264100	USA	N
A/Nevada/29/2017	2017-12-03	CY265029	USA	N
A/Nevada/30/2016	2016-04-03	KX416696	USA	N
A/Nevada/30/2017	2017-12-07	CY265045	USA	N
A/Nevada/30/2019	2019-05-21	MN221467	USA	N
A/Nevada/31/2017	2017-12-17	CY265037	USA	N
A/Nevada/32/2015	2015-01-23	KT835761	USA	N
A/Nevada/33/2015	2015-01-24	KT835769	USA	N
A/Nevada/33/2017	2017-12-22	CY265213	USA	N
A/Nevada/33/2019	2019-10-31	MN881900	USA	N
A/Nevada/34/2015	2015-01-27	KY089429	USA	N
A/Nevada/34/2016	2016-04-20	KX917564	USA	N
A/Nevada/36/2015	2015-04-06	KT843423	USA	N
A/Nevada/37/2015	2015-11-13	KX003429	USA	N
A/Nevada/37/2016	2016-07-29	KY115966	USA	N
A/Nevada/41/2016	2016-10-17	KY289619	USA	N
A/Nevada/45/2016	2016-11-03	CY209264	USA	N
A/Nevada/4541/2015	2015-01-13	CY193794	USA	N
A/Nevada/4542/2015	2015-01-08	CY193795	USA	N
A/Nevada/4543/2015	2015-01-20	CY193796	USA	N
A/Nevada/46/2019	2019-12-20	MT056458	USA	N
A/Nevada/4674/2015	2015-01-27	CY193927	USA	N
A/Nevada/4675/2015	2015-01-29	CY193928	USA	N
A/Nevada/4771/2015	2015-02-02	CY194024	USA	N
A/Nevada/49/2019	2019-12-30	MT169140	USA	N
A/Nevada/51/2016	2016-11-29	CY212602	USA	N
A/Nevada/54/2016	2016-12-08	CY212626	USA	N
A/Nevada/56/2016	2016-12-08	CY215090	USA	N
A/Nevada/5609/2016	2016-11-02	CY234891	USA	N
A/Nevada/5643/2016	2016-12-19	CY234925	USA	N
A/Nevada/57/2016	2016-12-10	CY215098	USA	N
A/Nevada/58/2016	2016-12-19	CY215074	USA	N
A/Nevada/59/2016	2016-12-22	CY215082	USA	N
A/Nevada/5996/2017	2017-02-04	CY244108	USA	N
A/Nevada/6376/2017	2017-10-15	MH294723	USA	N
A/Nevada/6494/2017	2017-12-11	MH294860	USA	N
A/Nevada/8014/2019	2019-01-16	MK742958	USA	N
A/Nevada/8784/2019	2019-03-08	MK912862	USA	N
A/Nevada/8967/2019	2019-02-07	MK927228	USA	N
A/Nevada/9084/2019	2019-03-18	MN169752	USA	N
A/Nevada/9378/2019	2019-03-29	MK960644	USA	N
A/NewHampshire/01/2017	2017-01-02	CY214682	USA	N
A/NewHampshire/02/2019	2019-01-01	MK745491	USA	N
A/NewHampshire/03/2015	2015-01-08	KY089554	USA	N
A/NewHampshire/03/2016	2016-02-15	KX415072	USA	N
A/NewHampshire/03/2018	2018-01-14	MH082587	USA	N
A/NewHampshire/03/2019	2019-01-05	MK745496	USA	N
A/NewHampshire/04/2017	2017-01-20	CY216145	USA	N
A/NewHampshire/05/2015	2015-01-22	KT836187	USA	N
A/NewHampshire/06/2015	2015-01-29	KT835935	USA	N
A/NewHampshire/06/2017	2017-01-31	CY220319	USA	N
A/NewHampshire/06/2018	2018-01-23	MH127021	USA	N
A/NewHampshire/07/2015	2015-01-28	KT836358	USA	N
A/NewHampshire/07/2016	2016-02-11	KX415560	USA	N
A/NewHampshire/08/2017	2017-02-08	CY223894	USA	N
A/NewHampshire/09/2016	2016-03-09	KX415568	USA	N
A/NewHampshire/09/2017	2017-02-14	CY223902	USA	N
A/NewHampshire/09/2019	2019-01-29	MK677179	USA	N
A/NewHampshire/11/2016	2016-03-18	KX416136	USA	N
A/NewHampshire/12/2015	2015-02-01	KT842171	USA	N
A/NewHampshire/12/2017	2017-02-22	CY227278	USA	N
A/NewHampshire/12/2018	2018-02-10	MH586220	USA	N
A/NewHampshire/12/2019	2019-02-11	MK857257	USA	N
A/NewHampshire/13/2015	2015-02-18	KT842498	USA	N
A/NewHampshire/13/2016	2016-03-18	KX416144	USA	N
A/NewHampshire/13/2019	2019-02-15	MK856488	USA	N
A/NewHampshire/14/2015	2015-02-27	KT842711	USA	N
A/NewHampshire/14/2017	2017-03-09	CY227654	USA	N
A/NewHampshire/15/2015	2015-02-25	KT842055	USA	N
A/NewHampshire/15/2016	2016-03-10	KX416616	USA	N
A/NewHampshire/15/2018	2018-02-26	MH246655	USA	N
A/NewHampshire/15/2019	2019-02-25	MN084843	USA	N
A/NewHampshire/16/2016	2016-03-30	KX416624	USA	N
A/NewHampshire/16/2017	2017-03-25	CY228773	USA	N
A/NewHampshire/17/2017	2017-03-28	CY228781	USA	N
A/NewHampshire/17/2018	2018-03-06	MH540913	USA	N
A/NewHampshire/17/2019	2019-02-26	MN084851	USA	N
A/NewHampshire/18/2015	2015-02-11	KT842382	USA	N
A/NewHampshire/18/2017	2017-04-06	CY232516	USA	N
A/NewHampshire/18/2018	2018-03-15	MH307111	USA	N
A/NewHampshire/19/2017	2017-04-08	CY232524	USA	N
A/NewHampshire/20/2016	2016-09-07	KY003480	USA	N
A/NewHampshire/20/2017	2017-04-23	CY234546	USA	N
A/NewHampshire/20/2019	2019-03-13	MN222677	USA	N
A/NewHampshire/21/2018	2018-03-28	MK240600	USA	N
A/NewHampshire/22/2017	2017-09-27	CY249979	USA	N
A/NewHampshire/22/2018	2018-03-31	MK240624	USA	N
A/NewHampshire/22/2019	2019-03-19	MN084856	USA	N
A/NewHampshire/23/2016	2016-10-28	KY289082	USA	N
A/NewHampshire/23/2017	2017-10-12	CY255885	USA	N
A/NewHampshire/24/2016	2016-11-18	CY210544	USA	N
A/NewHampshire/24/2018	2018-07-23	MH898333	USA	N
A/NewHampshire/25/2016	2016-11-27	CY211874	USA	N
A/NewHampshire/25/2017	2017-11-17	CY260985	USA	N
A/NewHampshire/25/2018	2018-08-05	MK181693	USA	N
A/NewHampshire/27/2016	2016-12-12	CY213034	USA	N
A/NewHampshire/27/2018	2018-10-10	MK363380	USA	N
A/NewHampshire/28/2018	2018-10-25	MK363467	USA	N
A/NewHampshire/29/2017	2017-11-27	CY264385	USA	N
A/NewHampshire/29/2019	2019-04-14	MN084880	USA	N
A/NewHampshire/30/2017	2017-12-16	MG831066	USA	N
A/NewHampshire/31/2017	2017-12-25	MH082604	USA	N
A/NewHampshire/37/2019	2019-12-02	MT031539	USA	N
A/NewHampshire/38/2015	2015-09-02	KU589485	USA	N
A/NewHampshire/39/2015	2015-09-09	KU589859	USA	N
A/NewHampshire/40/2015	2015-09-14	KU589867	USA	N
A/NewHampshire/40/2019	2019-12-16	MT056482	USA	N
A/NewHampshire/41/2015	2015-10-10	KU590606	USA	N
A/NewHampshire/44/2019	2019-12-31	MT169164	USA	N
A/NewJersey/01/2017	2017-01-01	CY214594	USA	N
A/NewJersey/01/2019	2019-01-13	MK745504	USA	N
A/NewJersey/01/2020	2020-01-05	MT169171	USA	N
A/NewJersey/02/2015	2015-01-26	KT835789	USA	N
A/NewJersey/02/2017	2017-01-05	CY216297	USA	N
A/NewJersey/03/2017	2017-01-07	CY216273	USA	N
A/NewJersey/03/2018	2018-01-07	MH845990	USA	N
A/NewJersey/03/2019	2019-01-22	MK676762	USA	N
A/NewJersey/04/2015	2015-02-01	KT842475	USA	N
A/NewJersey/04/2017	2017-01-08	CY216281	USA	N
A/NewJersey/04/2018	2018-01-08	MH082628	USA	N
A/NewJersey/05/2017	2017-01-15	CY216289	USA	N
A/NewJersey/06/2015	2015-03-02	KT843098	USA	N
A/NewJersey/06/2017	2017-01-18	CY216305	USA	N
A/NewJersey/06/2019	2019-01-25	MK677195	USA	N
A/NewJersey/07/2016	2016-02-25	KX415320	USA	N
A/NewJersey/07/2017	2017-01-30	CY220183	USA	N
A/NewJersey/08/2017	2017-01-30	CY220191	USA	N
A/NewJersey/09/2015	2015-01-26	KT836321	USA	N
A/NewJersey/09/2017	2017-01-30	CY220199	USA	N
A/NewJersey/10/2015	2015-01-26	KT836155	USA	N
A/NewJersey/10/2017	2017-01-30	CY220207	USA	N
A/NewJersey/10/2019	2019-02-06	MK857281	USA	N
A/NewJersey/12/2017	2017-02-13	CY230980	USA	N
A/NewJersey/12/2018	2018-02-13	MH233455	USA	N
A/NewJersey/13/2015	2015-03-21	KT842830	USA	N
A/NewJersey/14/2015	2015-03-12	KT843317	USA	N
A/NewJersey/14/2018	2018-02-18	MH233463	USA	N
A/NewJersey/15/2015	2015-03-02	KT843328	USA	N
A/NewJersey/16/2015	2015-03-03	KT843055	USA	N
A/NewJersey/16/2017	2017-02-26	CY227294	USA	N
A/NewJersey/16/2019	2019-02-11	MN247530	USA	N
A/NewJersey/17/2017	2017-02-27	CY227302	USA	N
A/NewJersey/17/2018	2018-03-05	MK240832	USA	N
A/NewJersey/17/2019	2019-02-19	MN247546	USA	N
A/NewJersey/18/2016	2016-04-02	KX416592	USA	N
A/NewJersey/20/2016	2016-04-18	KX917620	USA	N
A/NewJersey/20/2017	2017-03-08	CY227558	USA	N
A/NewJersey/20/2018	2018-03-11	MK027621	USA	N
A/NewJersey/20/2019	2019-03-05	MN222709	USA	N
A/NewJersey/21/2017	2017-03-10	CY227566	USA	N
A/NewJersey/22/2017	2017-03-20	CY228797	USA	N
A/NewJersey/22/2019	2019-03-07	MN222717	USA	N
A/NewJersey/23/2017	2017-03-21	CY228805	USA	N
A/NewJersey/23/2018	2018-03-19	MH540920	USA	N
A/NewJersey/24/2019	2019-03-17	MN084896	USA	N
A/NewJersey/25/2019	2019-03-22	MN084904	USA	N
A/NewJersey/26/2016	2016-11-17	CY211708	USA	N
A/NewJersey/26/2017	2017-06-21	CY240031	USA	N
A/NewJersey/26/2018	2018-04-02	MK240577	USA	N
A/NewJersey/27/2016	2016-12-20	CY214578	USA	N
A/NewJersey/28/2019	2019-04-05	MN372959	USA	N
A/NewJersey/29/2019	2019-04-09	MN319265	USA	N
A/NewJersey/30/2018	2018-04-11	MH540925	USA	N
A/NewJersey/31/2018	2018-04-15	MH540933	USA	N
A/NewJersey/32/2017	2017-10-05	CY260295	USA	N
A/NewJersey/33/2017	2017-10-06	CY255789	USA	N
A/NewJersey/33/2018	2018-05-02	MH669739	USA	N
A/NewJersey/34/2017	2017-10-19	CY260371	USA	N
A/NewJersey/34/2019	2019-10-03	MN820251	USA	N
A/NewJersey/35/2017	2017-11-03	CY260778	USA	N
A/NewJersey/35/2018	2018-05-14	MH669747	USA	N
A/NewJersey/36/2017	2017-11-27	CY264934	USA	N
A/NewJersey/38/2018	2018-07-10	MH898341	USA	N
A/NewJersey/38/2019	2019-11-09	MN948865	USA	N
A/NewJersey/40/2019	2019-12-02	MT031555	USA	N
A/NewJersey/41/2018	2018-08-11	MK268624	USA	N
A/NewJersey/41/2019	2019-12-04	MT031563	USA	N
A/NewJersey/42/2018	2018-10-15	MK398591	USA	N
A/NewJersey/43/2018	2018-10-23	MK398607	USA	N
A/NewJersey/43/2019	2019-12-02	MT056498	USA	N
A/NewJersey/4444/2015	2015-01-12	CY193697	USA	N
A/NewJersey/4445/2015	2015-01-07	CY193698	USA	N
A/NewJersey/4545/2015	2015-01-13	CY193798	USA	N
A/NewJersey/4676/2015	2015-01-12	CY193929	USA	N
A/NewJersey/4677/2015	2015-01-20	CY193930	USA	N
A/NewJersey/48/2018	2018-11-28	MK474891	USA	N
A/NewJersey/49/2015	2015-04-14	KT843367	USA	N
A/NewJersey/50/2015	2015-07-05	KT843995	USA	N
A/NewJersey/52/2018	2018-12-06	MK555122	USA	N
A/NewJersey/53/2018	2018-12-06	MK554963	USA	N
A/NewJersey/55/2015	2015-12-13	KX412814	USA	N
A/NewJersey/5644/2016	2016-12-15	CY234926	USA	N
A/NewJersey/5766/2017	2017-01-04	CY243878	USA	N
A/NewJersey/5767/2017	2017-01-06	CY243879	USA	N
A/NewJersey/5768/2017	2017-01-12	CY243880	USA	N
A/NewJersey/5770/2017	2017-01-23	CY243882	USA	N
A/NewJersey/58/2018	2018-12-25	MK745520	USA	N
A/NewJersey/5831/2017	2017-01-04	CY243943	USA	N
A/NewJersey/5832/2017	2017-01-04	CY243944	USA	N
A/NewJersey/5997/2017	2017-02-07	CY244109	USA	N
A/NewJersey/5998/2017	2017-02-15	CY244110	USA	N
A/NewJersey/6056/2017	2017-02-10	CY244168	USA	N
A/NewJersey/6123/2017	2017-02-21	CY244235	USA	N
A/NewJersey/6124/2017	2017-02-22	CY244236	USA	N
A/NewJersey/6125/2017	2017-02-28	CY244237	USA	N
A/NewJersey/6126/2017	2017-03-07	CY244238	USA	N
A/NewJersey/6692/2018	2018-01-03	MH779040	USA	N
A/NewJersey/6694/2018	2018-01-17	MH779042	USA	N
A/NewJersey/7236/2018	2018-04-04	MK401402	USA	N
A/NewJersey/7529/2018	2018-10-30	MK380030	USA	N
A/NewJersey/7724/2018	2018-12-30	MK636123	USA	N
A/NewJersey/7727/2018	2018-12-28	MK636147	USA	N
A/NewJersey/8786/2019	2019-03-12	MK912878	USA	N
A/NewJersey/8787/2019	2019-03-13	MK912279	USA	N
A/NewJersey/9085/2019	2019-03-18	MN169760	USA	N
A/NewJersey/9086/2019	2019-03-19	MN169141	USA	N
A/NewJersey/9380/2019	2019-03-28	MK960660	USA	N
A/NewJersey/9381/2019	2019-03-29	MK960129	USA	N
A/NewJersey/9382/2019	2019-04-01	MK960668	USA	N
A/NewJersey/9383/2019	2019-04-02	MK960676	USA	N
A/NewJersey/93849/2017	2017-12-06	MH701724	USA	N
A/NewJersey/93924/2018	2018-02-20	MH701740	USA	N
A/NewJersey/NHRC_93218/2015	2015-01-15	KT220437	USA	N
A/NewJersey/NHRC_93219/2015	2015-01-17	KT220438	USA	N
A/NewJersey/NHRC_93398/2016	2016-07-26	KY078628	USA	N
A/NewJersey/NHRC_93400/2016	2016-07-27	KY078629	USA	N
A/NewJersey/NHRC_93422/2016	2016-08-02	KY078632	USA	N
A/NewJersey/NHRC_93433/2016	2016-08-04	KY078633	USA	N
A/NewJersey/NHRC_93675/2017	2017-03-15	MF673487	USA	N
A/NewJersey/NHRC_93692/2017	2017-04-05	MF673488	USA	N
A/NewMexico/01/2015	2015-01-03	KT841159	USA	N
A/NewMexico/02/2017	2017-01-10	CY216073	USA	N
A/NewMexico/03/2015	2015-01-10	KY090044	USA	N
A/NewMexico/05/2015	2015-01-11	KY090161	USA	N
A/NewMexico/05/2016	2016-01-27	KX414745	USA	N
A/NewMexico/05/2017	2017-01-23	CY220415	USA	N
A/NewMexico/05/2018	2018-01-16	MH080123	USA	N
A/NewMexico/06/2015	2015-02-27	KT842474	USA	N
A/NewMexico/06/2016	2016-01-28	KX414753	USA	N
A/NewMexico/06/2017	2017-02-07	CY221957	USA	N
A/NewMexico/06/2018	2018-01-16	MH307146	USA	N
A/NewMexico/07/2015	2015-01-20	KT836216	USA	N
A/NewMexico/07/2017	2017-02-08	CY221965	USA	N
A/NewMexico/07/2018	2018-01-29	MH127049	USA	N
A/NewMexico/08/2019	2019-01-28	MK744432	USA	N
A/NewMexico/09/2017	2017-02-22	CY223213	USA	N
A/NewMexico/09/2019	2019-02-05	MK772519	USA	N
A/NewMexico/10/2015	2015-02-07	KT842311	USA	N
A/NewMexico/10/2016	2016-02-19	KX415384	USA	N
A/NewMexico/10/2018	2018-02-13	MH586236	USA	N
A/NewMexico/11/2017	2017-02-28	CY223221	USA	N
A/NewMexico/12/2015	2015-03-10	KT843266	USA	N
A/NewMexico/13/2015	2015-03-07	KY089770	USA	N
A/NewMexico/14/2017	2017-03-09	CY225414	USA	N
A/NewMexico/14/2018	2018-02-23	MH246663	USA	N
A/NewMexico/15/2017	2017-03-13	CY225422	USA	N
A/NewMexico/15/2018	2018-03-06	MH307151	USA	N
A/NewMexico/15/2019	2019-02-25	MK857297	USA	N
A/NewMexico/16/2015	2015-03-02	KY089383	USA	N
A/NewMexico/16/2017	2017-03-26	CY228837	USA	N
A/NewMexico/16/2019	2019-02-25	MK857305	USA	N
A/NewMexico/17/2017	2017-03-26	CY228845	USA	N
A/NewMexico/17/2018	2018-03-19	MH358755	USA	N
A/NewMexico/18/2017	2017-04-04	CY230730	USA	N
A/NewMexico/18/2018	2018-03-20	MH358766	USA	N
A/NewMexico/19/2015	2015-04-01	KT843414	USA	N
A/NewMexico/19/2019	2019-03-04	MN002061	USA	N
A/NewMexico/20/2017	2017-09-13	CY249883	USA	N
A/NewMexico/20/2018	2018-04-09	MK027635	USA	N
A/NewMexico/20/2019	2019-03-05	MN002069	USA	N
A/NewMexico/21/2017	2017-09-19	CY249891	USA	N
A/NewMexico/22/2015	2015-07-27	KT843576	USA	N
A/NewMexico/23/2017	2017-10-17	CY256221	USA	N
A/NewMexico/24/2019	2019-03-25	MN222741	USA	N
A/NewMexico/25/2019	2019-03-30	MN247626	USA	N
A/NewMexico/26/2017	2017-11-06	CY260686	USA	N
A/NewMexico/26/2019	2019-04-01	MN247634	USA	N
A/NewMexico/29/2016	2016-03-20	KX416280	USA	N
A/NewMexico/29/2017	2017-11-30	CY264283	USA	N
A/NewMexico/30/2015	2015-12-13	KX412630	USA	N
A/NewMexico/30/2017	2017-12-02	CY264291	USA	N
A/NewMexico/30/2018	2018-12-14	MK623937	USA	N
A/NewMexico/30/2019	2019-04-16	MN084920	USA	N
A/NewMexico/31/2019	2019-04-16	MN084928	USA	N
A/NewMexico/33/2016	2016-03-27	KX416776	USA	N
A/NewMexico/33/2017	2017-12-30	MH082651	USA	N
A/NewMexico/4679/2015	2015-01-21	CY193932	USA	N
A/NewMexico/5380/2016	2016-04-12	CY209865	USA	N
A/NewMexico/54/2016	2016-11-26	CY212578	USA	N
A/NewMexico/55/2016	2016-12-14	CY213226	USA	N
A/NewMexico/56/2016	2016-12-15	CY213234	USA	N
A/NewMexico/5645/2016	2016-12-14	CY234927	USA	N
A/NewMexico/57/2016	2016-12-25	CY214666	USA	N
A/NewMexico/58/2016	2016-12-26	CY214674	USA	N
A/NewMexico/6057/2017	2017-02-09	CY244169	USA	N
A/NewMexico/6128/2017	2017-03-03	CY244240	USA	N
A/NewMexico/6288/2017	2017-03-10	CY244400	USA	N
A/NewMexico/6695/2018	2018-01-23	MH779043	USA	N
A/NewMexico/7238/2018	2018-02-07	MK401404	USA	N
A/NewMexico/7375/2018	2018-02-07	MK502784	USA	N
A/NewMexico/8790/2019	2019-03-12	MK912894	USA	N
A/NewMexico/9388/2019	2019-03-29	MK960716	USA	N
A/NewMexico/9389/2019	2019-04-01	MK960724	USA	N
A/NewMexico/9511/2019	2019-04-03	MN074458	USA	N
A/NewMexico/9823/2019	2019-05-31	MN245959	USA	N
A/NewYork/01/2015	2015-01-02	KY089127	USA	N
A/NewYork/01/2017	2017-01-02	CY214730	USA	N
A/NewYork/01/2018	2018-01-10	MH307162	USA	N
A/NewYork/02/2015	2015-01-21	KT836376	USA	N
A/NewYork/02/2018	2018-01-17	MH081865	USA	N
A/NewYork/02/2020	2020-01-03	MT169188	USA	N
A/NewYork/03/2015	2015-01-23	KT835975	USA	N
A/NewYork/03/2019	2019-01-05	MK745528	USA	N
A/NewYork/04/2015	2015-01-22	KT836204	USA	N
A/NewYork/04/2019	2019-01-21	MK677243	USA	N
A/NewYork/05/2019	2019-01-28	MK677251	USA	N
A/NewYork/05/2020	2020-01-08	MT169196	USA	N
A/NewYork/06/2015	2015-01-06	KT841637	USA	N
A/NewYork/06/2017	2017-02-05	CY222797	USA	N
A/NewYork/07/2015	2015-01-07	KT841693	USA	N
A/NewYork/07/2016	2016-01-11	KX413969	USA	N
A/NewYork/07/2017	2017-02-07	CY222805	USA	N
A/NewYork/07/2018	2018-01-16	MH586252	USA	N
A/NewYork/07/2020	2020-01-12	MT169212	USA	N
A/NewYork/08/2015	2015-01-07	KT841423	USA	N
A/NewYork/09/2018	2018-02-02	MH586268	USA	N
A/NewYork/10/2015	2015-01-08	KT841511	USA	N
A/NewYork/10/2017	2017-02-09	CY227182	USA	N
A/NewYork/102/2016	2016-10-18	CY210290	USA	N
A/NewYork/103/2016	2016-10-26	CY210298	USA	N
A/NewYork/104/2016	2016-10-25	CY210401	USA	N
A/NewYork/106/2016	2016-11-15	CY210775	USA	N
A/NewYork/107/2016	2016-11-26	CY210783	USA	N
A/NewYork/109/2016	2016-11-30	CY212674	USA	N
A/NewYork/11/2015	2015-01-05	KT841523	USA	N
A/NewYork/11/2020	2020-01-17	MT245929	USA	N
A/NewYork/111/2016	2016-12-14	CY212690	USA	N
A/NewYork/112/2016	2016-12-01	CY213010	USA	N
A/NewYork/113/2016	2016-12-03	CY213018	USA	N
A/NewYork/12/2015	2015-01-22	KT836135	USA	N
A/NewYork/12/2017	2017-02-21	CY227262	USA	N
A/NewYork/12/2018	2018-02-11	MH586276	USA	N
A/NewYork/13/2015	2015-02-10	KT842010	USA	N
A/NewYork/13/2016	2016-01-16	KX414129	USA	N
A/NewYork/13/2017	2017-02-23	CY227254	USA	N
A/NewYork/13/2018	2018-02-16	MH233471	USA	N
A/NewYork/13/2019	2019-02-07	MK856460	USA	N
A/NewYork/14/2015	2015-02-05	KT842117	USA	N
A/NewYork/14/2020	2020-01-23	MT245941	USA	N
A/NewYork/15/2015	2015-02-05	KT842686	USA	N
A/NewYork/15/2018	2018-02-21	MH233479	USA	N
A/NewYork/15/2019	2019-02-08	MN002104	USA	N
A/NewYork/16/2015	2015-02-09	KT842789	USA	N
A/NewYork/16/2019	2019-02-19	MN084939	USA	N
A/NewYork/18/2019	2019-02-22	MN246055	USA	N
A/NewYork/19/2017	2017-01-30	CY232388	USA	N
A/NewYork/20/2017	2017-03-29	CY232396	USA	N
A/NewYork/21/2017	2017-03-28	CY234522	USA	N
A/NewYork/21/2018	2018-02-25	MH898360	USA	N
A/NewYork/22/2017	2017-04-05	CY234514	USA	N
A/NewYork/24/2019	2019-03-15	MN084947	USA	N
A/NewYork/26/2019	2019-03-05	MN222757	USA	N
A/NewYork/27/2017	2017-04-09	CY234722	USA	N
A/NewYork/27/2018	2018-03-12	MH792714	USA	N
A/NewYork/28/2018	2018-03-16	MH792722	USA	N
A/NewYork/29/2016	2016-02-21	KX415336	USA	N
A/NewYork/29/2019	2019-03-13	MN247698	USA	N
A/NewYork/30/2019	2019-03-22	MN084952	USA	N
A/NewYork/31/2018	2018-03-10	MK240655	USA	N
A/NewYork/31/2019	2019-03-27	MN084960	USA	N
A/NewYork/32/2018	2018-03-11	MK240592	USA	N
A/NewYork/32/2019	2019-04-03	MN084968	USA	N
A/NewYork/33/2017	2017-08-02	CY245054	USA	N
A/NewYork/34/2018	2018-04-03	MH540938	USA	N
A/NewYork/35/2017	2017-10-13	CY256029	USA	N
A/NewYork/35/2019	2019-04-06	MN084976	USA	N
A/NewYork/36/2017	2017-10-21	CY258180	USA	N
A/NewYork/37/2017	2017-10-26	CY258188	USA	N
A/NewYork/37/2018	2018-04-26	MH600889	USA	N
A/NewYork/38/2017	2017-10-24	CY258348	USA	N
A/NewYork/38/2019	2019-04-17	MN319297	USA	N
A/NewYork/39/2019	2019-04-22	MN372479	USA	N
A/NewYork/40/2018	2018-09-05	MK077424	USA	N
A/NewYork/41/2017	2017-11-08	CY260817	USA	N
A/NewYork/41/2019	2019-04-18	MN424222	USA	N
A/NewYork/42/2019	2019-04-19	MN222770	USA	N
A/NewYork/43/2016	2016-02-29	KX416128	USA	N
A/NewYork/43/2017	2017-11-26	CY261264	USA	N
A/NewYork/44/2019	2019-08-29	MN638627	USA	N
A/NewYork/4447/2015	2015-01-07	CY193700	USA	N
A/NewYork/4449/2015	2015-01-04	CY193702	USA	N
A/NewYork/4450/2015	2015-01-06	CY193703	USA	N
A/NewYork/4451/2015	2015-01-06	CY193704	USA	N
A/NewYork/4452/2015	2015-01-09	CY193705	USA	N
A/NewYork/4453/2015	2015-01-09	CY193706	USA	N
A/NewYork/4454/2015	2015-01-10	CY193707	USA	N
A/NewYork/4456/2015	2015-01-12	CY193709	USA	N
A/NewYork/4546/2015	2015-01-14	CY193799	USA	N
A/NewYork/4547/2015	2015-01-14	CY193800	USA	N
A/NewYork/4548/2015	2015-01-15	CY193801	USA	N
A/NewYork/4549/2015	2015-01-16	CY193802	USA	N
A/NewYork/4551/2015	2015-01-20	CY193804	USA	N
A/NewYork/4552/2015	2015-01-20	CY193805	USA	N
A/NewYork/4553/2015	2015-02-04	CY193806	USA	N
A/NewYork/4554/2015	2015-02-04	CY193807	USA	N
A/NewYork/46/2018	2018-09-18	MK265427	USA	N
A/NewYork/4682/2015	2015-01-21	CY193935	USA	N
